16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
880.000000, A 5
