16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
16.350000, C 0
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
261.630005, C 4
